,carat,cut,cut_ord,color,clarity,clarity_ord,,
1564,0.7,Premium,4,F,SI1,3,,2614.5
1565,0.31,Very Good,3,I,VVS1,7,,991.33
1566,1,Good,2,G,SI1,3,,4822.2
1567,0.41,Premium,4,E,VS1,4,,628.73
1568,1.04,Premium,4,G,SI2,2,,5020.92
1569,0.32,Very Good,3,H,SI2,2,,-1194.54
1570,0.78,Very Good,3,I,SI1,3,,3129.44
1571,1.01,Very Good,3,D,VS2,5,,5972.43
1572,0.9,Good,2,F,SI2,2,,3526.9
1573,0.9,Premium,4,G,VS2,5,,5205.1
1574,1.71,Very Good,3,F,SI1,3,,10953.53
1575,0.41,Ideal,5,F,IF,8,,2602.83
1576,1,Ideal,5,H,SI2,2,,4842.5
1577,0.56,Ideal,5,G,VVS2,6,,2956.78
1578,0.43,Premium,4,G,VS1,4,,796.99
1579,0.95,Ideal,5,G,VS2,5,,5783.85
1580,0.83,Ideal,5,I,SI2,2,,3412.29
1581,0.51,Ideal,5,D,VS2,5,,2082.13
1582,0.7,Fair,1,D,SI2,2,,1686.2
1583,0.41,Premium,4,F,VS1,4,,628.73
1584,0.32,Ideal,5,G,IF,8,,1845.66
1585,0.7,Very Good,3,G,VS2,5,,3364.4
1586,0.7,Premium,4,D,SI1,3,,2614.5
1587,0.53,Ideal,5,H,VS1,4,,1796.39
1588,0.9,Good,2,E,SI1,3,,3980.9
1589,0.72,Premium,4,F,SI1,3,,2782.76
1590,0.3,Very Good,3,D,SI2,2,,-1362.8
1591,1,Premium,4,E,VS2,5,,6046.4
1592,1.57,Very Good,3,J,VS2,5,,10683.71
1593,0.51,Ideal,5,D,VS2,5,,2082.13
1594,1.3,Fair,1,H,I1,1,,6280
1595,1.07,Ideal,5,E,VVS2,6,,7247.41
1596,1.55,Ideal,5,J,VS2,5,,10831.65
1597,0.9,Premium,4,H,I1,1,,3389.1
1598,0.72,Premium,4,D,SI2,2,,2328.76
1599,1,Premium,4,E,SI2,2,,4684.4
1600,0.55,Ideal,5,F,SI1,3,,1510.65
1601,1.36,Good,2,G,SI1,3,,7850.88
1602,0.26,Premium,4,H,VVS2,6,,274.78
1603,1.08,Ideal,5,H,SI2,2,,5515.54
1604,0.79,Ideal,5,G,SI1,3,,3529.77
1605,0.9,Very Good,3,J,VS2,5,,5047
1606,0.9,Very Good,3,E,SI1,3,,4139
1607,1.13,Fair,1,F,VS1,4,,6211.79
1608,1,Good,2,H,SI2,2,,4368.2
1609,1.51,Ideal,5,G,VVS2,6,,10949.13
1610,1.2,Ideal,5,F,VS1,4,,7433.1
1611,1.01,Very Good,3,F,SI1,3,,5064.43
1612,1.03,Ideal,5,I,SI2,2,,5094.89
1613,0.9,Ideal,5,F,SI1,3,,4455.2
1614,0.38,Premium,4,D,VVS2,6,,1284.34
1615,0.84,Ideal,5,J,SI1,3,,3950.42
1616,0.39,Ideal,5,F,VVS1,7,,1980.57
1617,0.33,Ideal,5,G,VVS2,6,,1021.79
1618,0.7,Ideal,5,E,VS2,5,,3680.6
1619,0.75,Ideal,5,H,SI1,3,,3193.25
1620,0.42,Ideal,5,G,VS2,5,,1324.96
1621,1.03,Ideal,5,F,VVS2,6,,6910.89
1622,0.81,Premium,4,I,VVS2,6,,4901.93
1623,0.31,Ideal,5,G,VVS1,7,,1307.53
1624,1.15,Very Good,3,E,SI2,2,,5788.25
1625,0.29,Very Good,3,E,VS1,4,,-538.93
1626,1,Good,2,J,VS2,5,,5730.2
1627,0.9,Very Good,3,H,SI2,2,,3685
1628,0.55,Ideal,5,D,VS2,5,,2418.65
1629,2.11,Ideal,5,D,SI2,2,,14180.93
1630,1,Very Good,3,G,VVS2,6,,6342.3
1631,0.37,Good,2,E,VS2,5,,430.01
1632,0.5,Ideal,5,D,VS2,5,,1998
1633,0.3,Ideal,5,I,VS1,4,,-138.6
1634,0.7,Very Good,3,F,SI1,3,,2456.4
1635,0.9,Premium,4,E,SI1,3,,4297.1
1636,0.41,Ideal,5,I,VS2,5,,1240.83
1637,0.33,Premium,4,G,VVS2,6,,863.69
1638,0.68,Premium,4,D,SI1,3,,2446.24
1639,0.73,Very Good,3,G,SI2,2,,2254.79
1640,0.52,Ideal,5,E,SI1,3,,1258.26
1641,0.47,Fair,1,E,SI1,3,,205.21
1642,0.71,Good,2,H,SI1,3,,2382.43
1643,0.7,Very Good,3,I,VS2,5,,3364.4
1644,0.94,Very Good,3,D,SI1,3,,4475.52
1645,0.41,Premium,4,G,SI1,3,,174.73
1646,0.41,Premium,4,E,SI1,3,,174.73
1647,0.34,Ideal,5,H,VS1,4,,197.92
1648,0.75,Very Good,3,E,SI1,3,,2877.05
1649,2.01,Premium,4,I,SI2,2,,13181.53
1650,1,Ideal,5,G,VVS2,6,,6658.5
1651,1.21,Very Good,3,H,VS1,4,,7201.03
1652,0.74,Very Good,3,D,SI2,2,,2338.92
1653,0.42,Good,2,F,SI1,3,,-57.34
1654,0.51,Ideal,5,D,VVS2,6,,2536.13
1655,1.57,Very Good,3,H,VS2,5,,10683.71
1656,1,Premium,4,F,SI1,3,,5138.4
1657,0.7,Ideal,5,G,VS1,4,,3226.6
1658,0.92,Ideal,5,E,SI1,3,,4623.46
1659,0.41,Ideal,5,G,VS1,4,,786.83
1660,0.65,Very Good,3,H,VVS1,7,,3851.75
1661,0.3,Premium,4,J,VS1,4,,-296.7
1662,0.94,Ideal,5,D,SI2,2,,4337.72
1663,0.32,Good,2,G,VS2,5,,9.36
1664,1.2,Ideal,5,I,SI1,3,,6979.1
1665,1,Ideal,5,G,VVS2,6,,6658.5
1666,1.01,Premium,4,G,VS2,5,,6130.53
1667,0.37,Ideal,5,F,VVS1,7,,1812.31
1668,1.55,Good,2,J,VS1,4,,9903.35
1669,0.52,Good,2,E,SI1,3,,783.96
1670,0.51,Ideal,5,G,VS1,4,,1628.13
1671,0.5,Good,2,E,SI1,3,,615.7
1672,1.21,Very Good,3,D,SI2,2,,6293.03
1673,1.01,Premium,4,E,SI2,2,,4768.53
1674,1.12,Ideal,5,F,VVS2,6,,7668.06
1675,1.26,Ideal,5,H,SI1,3,,7483.88
1676,0.72,Ideal,5,F,SI2,2,,2486.86
1677,1.03,Ideal,5,G,SI1,3,,5548.89
1678,0.32,Ideal,5,F,IF,8,,1845.66
1679,0.3,Premium,4,G,VVS2,6,,611.3
1680,0.72,Good,2,F,VS2,5,,3374.56
1681,0.76,Premium,4,E,SI2,2,,2665.28
1682,1.02,Premium,4,H,VS2,5,,6214.66
1683,1.7,Premium,4,I,VS2,5,,11935.5
1684,0.41,Ideal,5,I,VS1,4,,786.83
1685,2.09,Very Good,3,F,SI2,2,,13696.47
1686,1.08,Ideal,5,G,IF,8,,8239.54
1687,1.06,Premium,4,H,VS2,5,,6551.18
1688,1.26,Very Good,3,I,VS1,4,,7621.68
1689,0.8,Very Good,3,J,VS1,4,,3751.7
1690,1,Very Good,3,E,VS2,5,,5888.3
1691,0.3,Ideal,5,H,VS2,5,,315.4
1692,0.42,Very Good,3,E,SI1,3,,100.76
1693,0.93,Ideal,5,D,SI2,2,,4253.59
1694,0.3,Good,2,I,VVS1,7,,749.1
1695,0.3,Ideal,5,G,IF,8,,1677.4
1696,0.43,Very Good,3,G,VS1,4,,638.89
1697,0.71,Good,2,I,VVS2,6,,3744.43
1698,0.41,Good,2,E,VVS2,6,,1220.53
1699,0.95,Premium,4,G,SI2,2,,4263.75
1700,2,Very Good,3,G,SI2,2,,12939.3
1701,1.05,Very Good,3,G,VS2,5,,6308.95
1702,0.34,Very Good,3,I,SI1,3,,-572.28
1703,2,Premium,4,J,I1,1,,12643.4
1704,1.04,Very Good,3,F,VS2,5,,6224.82
1705,0.52,Ideal,5,G,SI1,3,,1258.26
1706,2.07,Very Good,3,H,SI2,2,,13528.21
1707,0.91,Fair,1,H,SI2,2,,3452.93
1708,0.5,Ideal,5,H,SI1,3,,1090
1709,1.51,Premium,4,E,SI2,2,,8975.03
1710,0.3,Good,2,F,VVS1,7,,749.1
1711,0.55,Ideal,5,G,VS2,5,,2418.65
1712,1.2,Premium,4,E,VVS2,6,,8183
1713,1.01,Premium,4,H,VS2,5,,6130.53
1714,0.51,Ideal,5,G,VVS2,6,,2536.13
1715,0.53,Ideal,5,I,VS1,4,,1796.39
1716,1.2,Ideal,5,E,VVS1,7,,8795.1
1717,0.71,Very Good,3,H,VVS2,6,,3902.53
1718,0.32,Very Good,3,G,VVS1,7,,1075.46
1719,2.13,Ideal,5,I,SI2,2,,14349.19
1720,1.1,Ideal,5,G,VS1,4,,6591.8
1721,0.7,Ideal,5,H,VVS2,6,,4134.6
1722,0.3,Premium,4,D,SI1,3,,-750.7
1723,0.48,Very Good,3,E,SI1,3,,605.54
1724,0.3,Ideal,5,D,SI1,3,,-592.6
1725,0.32,Ideal,5,F,VS2,5,,483.66
1726,0.71,Ideal,5,D,VS1,4,,3310.73
1727,1.25,Ideal,5,F,VS1,4,,7853.75
1728,0.51,Ideal,5,I,VVS2,6,,2536.13
1729,0.73,Very Good,3,H,VS1,4,,3162.79
1730,0.41,Good,2,G,VVS1,7,,1674.53
1731,1.23,Ideal,5,F,VVS2,6,,8593.49
1732,0.55,Ideal,5,I,VVS1,7,,3326.65
1733,0.58,Very Good,3,D,SI1,3,,1446.84
1734,0.97,Premium,4,D,SI1,3,,4886.01
1735,0.33,Ideal,5,E,VS2,5,,567.79
1736,0.33,Ideal,5,G,VVS2,6,,1021.79
1737,0.41,Ideal,5,J,VS1,4,,786.83
1738,0.27,Ideal,5,F,VVS1,7,,971.01
1739,0.3,Very Good,3,G,SI1,3,,-908.8
1740,0.52,Ideal,5,E,VVS2,6,,2620.26
1741,0.42,Ideal,5,E,VVS1,7,,2232.96
1742,1.01,Good,2,E,SI2,2,,4452.33
1743,0.39,Ideal,5,G,VVS1,7,,1980.57
1744,0.43,Very Good,3,E,SI1,3,,184.89
1745,0.72,Ideal,5,F,VVS2,6,,4302.86
1746,0.23,Very Good,3,H,VVS1,7,,318.29
1747,0.79,Very Good,3,D,VS1,4,,3667.57
1748,0.35,Ideal,5,G,IF,8,,2098.05
1749,0.24,Very Good,3,J,VVS2,6,,-51.58
1750,0.68,Very Good,3,F,VVS2,6,,3650.14
1751,1.02,Very Good,3,E,VS1,4,,5602.56
1752,0.71,Ideal,5,F,SI2,2,,2402.73
1753,0.76,Premium,4,I,VVS1,7,,4935.28
1754,0.41,Ideal,5,G,VVS2,6,,1694.83
1755,0.7,Very Good,3,G,SI2,2,,2002.4
1756,2.41,Premium,4,H,SI2,2,,16546.73
1757,0.61,Good,2,H,VVS2,6,,2903.13
1758,1,Ideal,5,D,SI1,3,,5296.5
1759,0.71,Ideal,5,D,VS2,5,,3764.73
1760,1.13,Very Good,3,F,SI1,3,,6073.99
1761,0.41,Ideal,5,E,VS2,5,,1240.83
1762,0.76,Very Good,3,H,SI1,3,,2961.18
1763,0.97,Ideal,5,I,I1,1,,4136.11
1764,0.62,Premium,4,G,I1,1,,1033.46
1765,0.9,Good,2,F,SI1,3,,3980.9
1766,0.79,Very Good,3,E,VS2,5,,4121.57
1767,0.3,Ideal,5,E,SI1,3,,-592.6
1768,0.31,Ideal,5,G,VVS1,7,,1307.53
1769,0.32,Ideal,5,D,VS2,5,,483.66
1770,1.04,Good,2,D,SI1,3,,5158.72
1771,1.21,Ideal,5,G,VVS1,7,,8879.23
1772,1.02,Fair,1,G,SI1,3,,4832.36
1773,0.35,Ideal,5,E,VS2,5,,736.05
1774,0.32,Ideal,5,D,SI1,3,,-424.34
1775,1.02,Premium,4,F,VS1,4,,5760.66
1776,0.36,Premium,4,E,SI2,2,,-699.92
1777,0.38,Premium,4,G,VS1,4,,376.34
1778,1.05,Premium,4,H,SI1,3,,5559.05
1779,0.41,Good,2,E,SI2,2,,-595.47
1780,1.05,Very Good,3,D,VS2,5,,6308.95
1781,1.52,Premium,4,H,SI1,3,,9513.16
1782,0.9,Ideal,5,H,SI1,3,,4455.2
1783,1.15,Premium,4,H,SI2,2,,5946.35
1784,0.94,Ideal,5,D,SI1,3,,4791.72
1785,0.7,Premium,4,G,VS1,4,,3068.5
1786,0.5,Ideal,5,D,VVS2,6,,2452
1787,0.64,Ideal,5,G,VVS2,6,,3629.82
1788,0.55,Ideal,5,I,VS2,5,,2418.65
1789,0.38,Ideal,5,F,VS2,5,,988.44
1790,0.53,Ideal,5,D,VS2,5,,2250.39
1791,1.68,Good,2,E,I1,1,,9635.04
1792,1.22,Premium,4,H,SI1,3,,6989.26
1793,2,Fair,1,H,SI2,2,,12623.1
1794,1.01,Premium,4,F,SI2,2,,4768.53
1795,0.9,Ideal,5,H,SI2,2,,4001.2
1796,0.26,Ideal,5,H,VS1,4,,-475.12
1797,1.01,Ideal,5,E,SI2,2,,4926.63
1798,0.92,Very Good,3,F,SI1,3,,4307.26
1799,1.5,Premium,4,E,SI2,2,,8890.9
1800,1.34,Very Good,3,H,VS2,5,,8748.72
1801,0.31,Ideal,5,D,VS2,5,,399.53
1802,0.61,Good,2,F,VS1,4,,1995.13
1803,0.4,Good,2,F,SI1,3,,-225.6
1804,0.3,Ideal,5,H,VS2,5,,315.4
1805,0.95,Ideal,5,E,SI2,2,,4421.85
1806,0.32,Ideal,5,G,VS1,4,,29.66
1807,1.66,Good,2,J,VS2,5,,11282.78
1808,1.22,Premium,4,D,VS2,5,,7897.26
1809,2.53,Premium,4,H,SI2,2,,17556.29
1810,0.3,Ideal,5,H,VS1,4,,-138.6
1811,0.25,Very Good,3,H,VVS2,6,,32.55
1812,0.73,Ideal,5,G,VS1,4,,3478.99
1813,0.3,Very Good,3,I,IF,8,,1361.2
1814,1.31,Premium,4,I,SI2,2,,7292.43
1815,1.01,Very Good,3,F,VS2,5,,5972.43
1816,0.41,Very Good,3,D,VS2,5,,924.63
1817,0.37,Premium,4,G,SI1,3,,-161.79
1818,0.3,Very Good,3,F,VVS1,7,,907.2
1819,0.51,Premium,4,E,VS2,5,,1924.03
1820,2.56,Good,2,J,SI2,2,,17492.48
1821,0.38,Premium,4,H,SI1,3,,-77.66
1822,0.38,Very Good,3,G,VS1,4,,218.24
1823,0.58,Ideal,5,G,VS2,5,,2671.04
1824,0.74,Ideal,5,G,SI2,2,,2655.12
1825,0.31,Ideal,5,I,SI1,3,,-508.47
1826,1,Good,2,G,VS2,5,,5730.2
1827,0.31,Very Good,3,H,VS2,5,,83.33
1828,0.61,Premium,4,F,VVS2,6,,3219.33
1829,0.81,Ideal,5,F,VS2,5,,4606.03
1830,0.58,Ideal,5,F,SI1,3,,1763.04
1831,0.38,Very Good,3,F,VS2,5,,672.24
1832,0.54,Ideal,5,E,SI1,3,,1426.52
1833,0.57,Very Good,3,E,VS2,5,,2270.71
1834,1.01,Premium,4,G,SI1,3,,5222.53
1835,0.57,Fair,1,F,VS1,4,,1500.51
1836,0.73,Premium,4,E,SI1,3,,2866.89
1837,1.18,Ideal,5,E,SI2,2,,6356.84
1838,0.31,Ideal,5,F,IF,8,,1761.53
1839,0.3,Ideal,5,H,VS1,4,,-138.6
1840,0.34,Ideal,5,E,VS2,5,,651.92
1841,0.7,Very Good,3,G,SI2,2,,2002.4
1842,0.3,Ideal,5,G,VS1,4,,-138.6
1843,0.58,Ideal,5,E,VVS2,6,,3125.04
1844,1.24,Ideal,5,E,VS2,5,,8223.62
1845,1.23,Very Good,3,F,VS1,4,,7369.29
1846,0.57,Ideal,5,E,SI1,3,,1678.91
1847,0.32,Ideal,5,E,VVS1,7,,1391.66
1848,0.9,Ideal,5,G,VVS1,7,,6271.2
1849,0.39,Ideal,5,E,VVS2,6,,1526.57
1850,0.8,Ideal,5,H,SI1,3,,3613.9
1851,1.14,Ideal,5,G,VS1,4,,6928.32
1852,0.72,Very Good,3,G,VS1,4,,3078.66
1853,0.31,Ideal,5,E,VS2,5,,399.53
1854,0.54,Ideal,5,D,SI1,3,,1426.52
1855,0.32,Ideal,5,I,VS2,5,,483.66
1856,0.32,Ideal,5,D,VS2,5,,483.66
1857,0.27,Ideal,5,E,VS2,5,,63.01
1858,1.06,Ideal,5,F,I1,1,,4893.28
1859,1.01,Premium,4,F,VS2,5,,6130.53
1860,1.04,Premium,4,G,SI2,2,,5020.92
1861,0.25,Premium,4,E,VVS2,6,,190.65
1862,0.3,Ideal,5,H,VS2,5,,315.4
1863,0.51,Premium,4,G,SI2,2,,562.03
1864,0.73,Ideal,5,I,VS1,4,,3478.99
1865,0.44,Ideal,5,I,VS1,4,,1039.22
1866,0.33,Very Good,3,I,SI1,3,,-656.41
1867,0.7,Very Good,3,E,SI1,3,,2456.4
1868,1,Good,2,H,VVS2,6,,6184.2
1869,0.3,Ideal,5,G,VVS1,7,,1223.4
1870,0.76,Premium,4,E,SI2,2,,2665.28
1871,0.79,Ideal,5,F,SI1,3,,3529.77
1872,0.76,Ideal,5,F,VS2,5,,4185.38
1873,0.51,Ideal,5,F,VS1,4,,1628.13
1874,0.53,Ideal,5,D,VS2,5,,2250.39
1875,0.56,Fair,1,E,VVS2,6,,2324.38
1876,0.31,Ideal,5,F,VVS1,7,,1307.53
1877,0.41,Premium,4,E,VS1,4,,628.73
1878,0.54,Ideal,5,F,VS2,5,,2334.52
1879,1,Very Good,3,G,SI1,3,,4980.3
1880,1.01,Very Good,3,H,SI1,3,,5064.43
1881,1.65,Ideal,5,G,VS1,4,,11218.95
1882,0.24,Ideal,5,F,IF,8,,1172.62
1883,0.33,Ideal,5,E,SI1,3,,-340.21
1884,0.78,Ideal,5,F,VS2,5,,4353.64
1885,1.01,Very Good,3,G,VS2,5,,5972.43
1886,0.74,Very Good,3,E,SI2,2,,2338.92
1887,0.51,Premium,4,D,VS1,4,,1470.03
1888,2.01,Good,2,I,SI1,3,,13319.33
1889,0.34,Ideal,5,G,SI1,3,,-256.08
1890,1.23,Ideal,5,I,SI1,3,,7231.49
1891,0.39,Ideal,5,F,VVS2,6,,1526.57
1892,1.5,Very Good,3,H,VS1,4,,9640.8
1893,0.31,Ideal,5,E,VVS1,7,,1307.53
1894,0.34,Ideal,5,D,VS2,5,,651.92
1895,0.34,Ideal,5,G,IF,8,,2013.92
1896,0.33,Ideal,5,G,VS1,4,,113.79
1897,0.3,Ideal,5,H,SI1,3,,-592.6
1898,0.28,Ideal,5,D,VS2,5,,147.14
1899,0.35,Very Good,3,D,VS1,4,,-34.15
1900,0.3,Ideal,5,F,IF,8,,1677.4
1901,1.4,Ideal,5,J,SI1,3,,8661.7
1902,0.35,Premium,4,E,SI1,3,,-330.05
1903,0.42,Premium,4,G,SI1,3,,258.86
1904,1.75,Ideal,5,I,SI1,3,,11606.25
1905,0.42,Ideal,5,E,SI2,2,,-37.04
1906,1.26,Ideal,5,G,VS1,4,,7937.88
1907,1.25,Ideal,5,J,VS1,4,,7853.75
1908,1.01,Premium,4,E,SI1,3,,5222.53
1909,0.23,Good,2,E,VVS1,7,,160.19
1910,1.15,Ideal,5,J,VS1,4,,7012.45
1911,1.02,Premium,4,I,SI2,2,,4852.66
1912,0.39,Ideal,5,H,IF,8,,2434.57
1913,0.37,Premium,4,I,VVS1,7,,1654.21
1914,0.9,Good,2,H,SI1,3,,3980.9
1915,0.27,Very Good,3,G,VVS1,7,,654.81
1916,0.53,Premium,4,F,I1,1,,276.29
1917,0.57,Premium,4,G,VS1,4,,1974.81
1918,0.76,Premium,4,H,SI1,3,,3119.28
1919,1.02,Ideal,5,J,SI2,2,,5010.76
1920,0.58,Premium,4,E,VS2,5,,2512.94
1921,0.7,Good,2,D,SI2,2,,1844.3
1922,0.32,Good,2,D,SI1,3,,-898.64
1923,0.72,Very Good,3,E,VS2,5,,3532.66
1924,0.73,Premium,4,E,VS2,5,,3774.89
1925,1.02,Very Good,3,G,VS2,5,,6056.56
1926,0.4,Very Good,3,D,VS2,5,,840.5
1927,0.31,Ideal,5,H,VS1,4,,-54.47
1928,1.04,Ideal,5,G,VS2,5,,6541.02
1929,0.71,Very Good,3,F,VS2,5,,3448.53
1930,0.34,Premium,4,I,VVS1,7,,1401.82
1931,0.3,Very Good,3,G,VVS1,7,,907.2
1932,0.71,Premium,4,D,VS2,5,,3606.63
1933,2.28,Premium,4,H,SI2,2,,15453.04
1934,0.72,Very Good,3,E,SI1,3,,2624.66
1935,0.91,Good,2,E,VS2,5,,4973.03
1936,0.5,Very Good,3,E,VS1,4,,1227.8
1937,0.91,Premium,4,F,SI2,2,,3927.23
1938,0.3,Ideal,5,E,VS2,5,,315.4
1939,0.41,Premium,4,E,SI2,2,,-279.27
1940,0.71,Premium,4,I,VVS1,7,,4514.63
1941,0.92,Good,2,E,SI1,3,,4149.16
1942,0.3,Ideal,5,D,VS2,5,,315.4
1943,0.7,Premium,4,H,SI1,3,,2614.5
1944,2.36,Premium,4,H,SI2,2,,16126.08
1945,0.35,Ideal,5,I,IF,8,,2098.05
1946,0.7,Ideal,5,E,VS1,4,,3226.6
1947,0.81,Ideal,5,J,VS2,5,,4606.03
1948,0.53,Ideal,5,G,SI2,2,,888.39
1949,1.07,Ideal,5,G,SI1,3,,5885.41
1950,1.51,Very Good,3,J,VS1,4,,9724.93
1951,0.31,Ideal,5,F,VS2,5,,399.53
1952,1.61,Premium,4,H,SI1,3,,10270.33
1953,0.3,Good,2,G,VVS2,6,,295.1
1954,0.39,Ideal,5,D,VVS2,6,,1526.57
1955,0.43,Ideal,5,E,VVS2,6,,1863.09
1956,1.04,Premium,4,I,SI1,3,,5474.92
1957,0.35,Ideal,5,E,VS2,5,,736.05
1958,1.02,Very Good,3,F,SI1,3,,5148.56
1959,0.92,Ideal,5,G,VS2,5,,5531.46
1960,0.9,Very Good,3,F,VS1,4,,4593
1961,0.59,Very Good,3,D,SI1,3,,1530.97
1962,1.09,Ideal,5,H,SI1,3,,6053.67
1963,0.5,Ideal,5,E,VS2,5,,1998
1964,0.81,Premium,4,H,SI2,2,,3085.93
1965,0.54,Good,2,H,VS1,4,,1406.22
1966,0.52,Ideal,5,D,VS2,5,,2166.26
1967,0.92,Premium,4,F,SI2,2,,4011.36
1968,2.12,Very Good,3,H,SI2,2,,13948.86
1969,2.01,Good,2,I,SI2,2,,12865.33
1970,1.2,Very Good,3,F,VVS2,6,,8024.9
1971,1.18,Premium,4,G,SI2,2,,6198.74
1972,0.61,Ideal,5,F,VS1,4,,2469.43
1973,1.06,Very Good,3,F,VS2,5,,6393.08
1974,0.42,Premium,4,H,VVS1,7,,2074.86
1975,0.51,Premium,4,D,VS2,5,,1924.03
1976,0.3,Ideal,5,E,VVS1,7,,1223.4
1977,0.31,Ideal,5,E,VS2,5,,399.53
1978,1.11,Very Good,3,H,SI1,3,,5905.73
1979,0.31,Premium,4,H,VVS2,6,,695.43
1980,0.72,Ideal,5,G,VS2,5,,3848.86
1981,0.76,Very Good,3,I,SI1,3,,2961.18
1982,0.35,Premium,4,F,VS2,5,,577.95
1983,0.8,Good,2,G,VS2,5,,4047.6
1984,1.02,Premium,4,D,SI2,2,,4852.66
1985,0.7,Ideal,5,F,SI1,3,,2772.6
1986,1.13,Ideal,5,G,VS2,5,,7298.19
1987,1.01,Fair,1,E,SI2,2,,4294.23
1988,0.57,Very Good,3,D,SI1,3,,1362.71
1989,2.01,Good,2,G,SI2,2,,12865.33
1990,0.52,Ideal,5,G,SI2,2,,804.26
1991,1.51,Good,2,I,SI1,3,,9112.83
1992,1.64,Ideal,5,G,VVS2,6,,12042.82
1993,0.8,Fair,1,G,SI2,2,,2527.5
1994,0.3,Good,2,D,VS2,5,,-158.9
1995,0.43,Ideal,5,G,IF,8,,2771.09
1996,0.32,Ideal,5,G,VS2,5,,483.66
1997,0.31,Ideal,5,E,VS1,4,,-54.47
1998,2.16,Ideal,5,I,SI2,2,,14601.58
1999,0.6,Ideal,5,G,VS2,5,,2839.3
2000,1.25,Very Good,3,I,SI1,3,,7083.55
2001,1.71,Premium,4,G,SI1,3,,11111.63
2002,0.42,Ideal,5,F,VVS2,6,,1778.96
2003,0.31,Good,2,F,SI1,3,,-982.77
2004,0.9,Good,2,D,SI1,3,,3980.9
2005,0.31,Good,2,F,VVS2,6,,379.23
2006,0.55,Very Good,3,E,VS2,5,,2102.45
2007,1.32,Very Good,3,G,SI2,2,,7218.46
2008,0.79,Ideal,5,F,SI2,2,,3075.77
2009,0.4,Ideal,5,F,VS2,5,,1156.7
2010,0.31,Ideal,5,G,VVS1,7,,1307.53
2011,0.7,Very Good,3,F,SI1,3,,2456.4
2012,0.9,Good,2,D,VS2,5,,4888.9
2013,0.36,Premium,4,E,VS2,5,,662.08
2014,0.51,Very Good,3,E,VS2,5,,1765.93
2015,0.34,Ideal,5,G,SI1,3,,-256.08
2016,0.31,Very Good,3,G,SI1,3,,-824.67
2017,0.41,Premium,4,F,VS2,5,,1082.73
2018,1.73,Premium,4,H,SI1,3,,11279.89
2019,0.31,Ideal,5,F,IF,8,,1761.53
2020,0.28,Ideal,5,E,VVS2,6,,601.14
2021,0.32,Very Good,3,D,SI1,3,,-740.54
2022,0.51,Very Good,3,G,VS2,5,,1765.93
2023,1.21,Ideal,5,F,SI2,2,,6609.23
2024,0.71,Very Good,3,D,VS2,5,,3448.53
2025,0.9,Very Good,3,E,SI1,3,,4139
2026,0.92,Premium,4,J,VS2,5,,5373.36
2027,0.41,Ideal,5,E,VS2,5,,1240.83
2028,1.11,Premium,4,G,SI2,2,,5609.83
2029,0.58,Premium,4,E,VS2,5,,2512.94
2030,0.25,Very Good,3,G,VS2,5,,-421.45
2031,1,Good,2,E,SI2,2,,4368.2
2032,1.01,Very Good,3,G,VS1,4,,5518.43
2033,0.37,Very Good,3,D,VVS1,7,,1496.11
2034,1.15,Ideal,5,G,VVS1,7,,8374.45
2035,1.2,Ideal,5,G,VS1,4,,7433.1
2036,1.5,Good,2,H,VS1,4,,9482.7
2037,1.5,Ideal,5,H,VS1,4,,9957
2038,0.84,Good,2,G,SI1,3,,3476.12
2039,0.51,Premium,4,F,VVS2,6,,2378.03
2040,1.54,Ideal,5,G,SI2,2,,9385.52
2041,0.35,Good,2,E,VS1,4,,-192.25
2042,1.01,Premium,4,G,VS2,5,,6130.53
2043,1.11,Very Good,3,F,VVS1,7,,7721.73
2044,1.16,Premium,4,G,VVS1,7,,8300.48
2045,1.01,Fair,1,G,SI1,3,,4748.23
2046,1.26,Ideal,5,J,SI1,3,,7483.88
2047,1.03,Ideal,5,G,VVS1,7,,7364.89
2048,0.53,Ideal,5,E,VS2,5,,2250.39
2049,0.3,Ideal,5,D,VS1,4,,-138.6
2050,1.06,Premium,4,G,SI2,2,,5189.18
2051,1.22,Premium,4,H,VS1,4,,7443.26
2052,0.39,Very Good,3,E,VS1,4,,302.37
2053,0.7,Very Good,3,F,VS2,5,,3364.4
2054,1.5,Premium,4,E,SI1,3,,9344.9
2055,0.72,Very Good,3,E,SI1,3,,2624.66
2056,1.03,Ideal,5,G,SI1,3,,5548.89
2057,0.31,Good,2,G,SI1,3,,-982.77
2058,2.51,Very Good,3,I,SI2,2,,17229.93
2059,2.63,Ideal,5,J,SI2,2,,18555.69
2060,1.27,Ideal,5,G,VS2,5,,8476.01
2061,0.81,Premium,4,D,SI1,3,,3539.93
2062,0.9,Ideal,5,G,SI1,3,,4455.2
2063,0.33,Ideal,5,E,VS2,5,,567.79
2064,1.61,Ideal,5,G,VS1,4,,10882.43
2065,0.36,Ideal,5,F,VS2,5,,820.18
2066,1.3,Premium,4,D,SI1,3,,7662.3
2067,0.9,Fair,1,H,VS2,5,,4730.8
2068,1,Good,2,D,SI1,3,,4822.2
2069,1.52,Very Good,3,D,SI2,2,,8901.06
2070,0.55,Very Good,3,D,VS2,5,,2102.45
2071,1,Very Good,3,I,VS1,4,,5434.3
2072,0.34,Premium,4,I,VVS1,7,,1401.82
2073,0.53,Very Good,3,F,VS2,5,,1934.19
